"Median earned income per commuter travelling less than 30 minutes"
"(Euro) by Electoral Division and Year"

" ","2016"
"030 Castlegregory, Co. Kerry",25082.0
"031 An Clochán, Co. Kerry",25081.0
"032 Deelis, Co. Kerry",22666.0
"033 An Daingean, Co. Kerry",19443.0
"034 Dún Chaoin, Co. Kerry",..
"035 Dún Urlann, Co. Kerry",19798.0
"036 Na Gleannta, Co. Kerry",21493.0
"037 Inch, Co. Kerry",..
"038 Cill Maoilchéadair, Co. Kerry",25059.0
"039 Cill Chuáin, Co. Kerry",20338.0
"040 Cinn Aird, Co. Kerry",18414.0
"041 Lack, Co. Kerry",27256.0
"042 Márthain, Co. Kerry",16285.0
"043 An Mhin Aird, Co. Kerry",23247.0
"044 An Sráidbhaile, Co. Kerry",..
"045 Ceann Trá, Co. Kerry",20714.0
"046 Ardea, Co. Kerry",..
"047 Banawn, Co. Kerry",19582.0
"048 Cappagh, Co. Kerry",18470.0
"049 Castlecove, Co. Kerry",..
"050 Dawros, Co. Kerry",21849.0
"051 Dromore, Co. Kerry",24839.0
"052 Glanlee, Co. Kerry",..
"053 Glanlough, Co. Kerry",..
"054 Glanmore, Co. Kerry",..
"055 Greenane, Co. Kerry",21145.0
"056 Kenmare, Co. Kerry",19605.0
"057 Kilgarvan, Co. Kerry",22449.0
"058 Loughbrin, Co. Kerry",..
"059 Reen, Co. Kerry",..
"060 Sneem, Co. Kerry",..
"061 Tahilla, Co. Kerry",..
"062 Aghadoe, Co. Kerry",28362.0
"063 Aglish, Co. Kerry",27359.0
"064 Ballyhar, Co. Kerry",..
"065 Brewsterfield, Co. Kerry",29527.0
"066 Caragh, Co. Kerry",26877.0
"067 Churchtown, Co. Kerry",28930.0
"068 Clydagh, Co. Kerry",..
"069 Coolies, Co. Kerry",28412.0
"070 Coom, Co. Kerry",26768.0
"071 Curraghmore, Co. Kerry",32481.0
"072 Currans, Co. Kerry",..
"073 Doocarrig, Co. Kerry",29311.0
"074 Dromin, Co. Kerry",33041.0
"075 Dunloe, Co. Kerry",28826.0
"076 Flesk, Co. Kerry",32478.0
"077 Headfort, Co. Kerry",27775.0
"078 Kilbonane, Co. Kerry",32338.0
"079 Kilcummin, Co. Kerry",30252.0
"080 Kilfelim, Co. Kerry",..
"081 Kilgobnet, Co. Kerry",29385.0
"082 Killarney Rural (Part Urban), Co. Kerry",26579.0
"083 Killeentierna, Co. Kerry",30699.0
"084 Killorglin, Co. Kerry",24685.0
"085 Kilnanare, Co. Kerry",29197.0
"086 Knocknahoe, Co. Kerry",25000.0
"087 Lahard, Co. Kerry",32853.0
"088 Milltown, Co. Kerry",26502.0
"089 Molahiffe, Co. Kerry",28393.0
"090 Muckross (Part Urban), Co. Kerry",32797.0
"091 Rathmore, Co. Kerry",27221.0
"092 Rockfield, Co. Kerry",23361.0
"093 Ardagh, Co. Kerry",23819.0
"094 Astee, Co. Kerry",21717.0
"095 Ballincloher, Co. Kerry",24329.0
"096 Ballyconry, Co. Kerry",27318.0
"097 Ballyduff, Co. Kerry",28181.0
"098 Ballyegan, Co. Kerry",..
"099 Ballyhorgan, Co. Kerry",29876.0
"100 Beal, Co. Kerry",27433.0
"101 Carrig, Co. Kerry",29552.0
"102 Causeway, Co. Kerry",26570.0
"103 Cloontubbrid, Co. Kerry",23605.0
"104 Drommartin, Co. Kerry",30207.0
"105 Duagh, Co. Kerry",27904.0
"106 Ennismore, Co. Kerry",24049.0
"107 Gullane, Co. Kerry",21175.0
"108 Gunsborough, Co. Kerry",35280.0
"109 Kilfeighny, Co. Kerry",28665.0
"110 Killehenny, Co. Kerry",24993.0
"111 Killury, Co. Kerry",23240.0
"112 Kilmeany, Co. Kerry",31113.0
"113 Kilshenane, Co. Kerry",..
"114 Kiltomy, Co. Kerry",26732.0
"115 Leitrim, Co. Kerry",32176.0
"116 Lislaughtin, Co. Kerry",23636.0
"117 Lisselton, Co. Kerry",26004.0
"118 Listowel Rural, Co. Kerry",29697.0
"119 Lixnaw, Co. Kerry",22423.0
"120 Moynsha, Co. Kerry",29301.0
"121 Newtownsandes, Co. Kerry",26069.0
"122 Rathea, Co. Kerry",..
"123 Shronowen, Co. Kerry",29094.0
"124 Tarbert, Co. Kerry",30823.0
"125 Tarmon, Co. Kerry",28037.0
"126 Trienearagh, Co. Kerry",26106.0
"127 Urlee, Co. Kerry",31951.0
"128 Abbeydorney, Co. Kerry",24595.0
"129 Arabela, Co. Kerry",30515.0
"130 Ardfert, Co. Kerry",23955.0
"131 Ballyegan, Co. Kerry",30597.0
"132 Ballyheige, Co. Kerry",23620.0
"133 Ballynahaglish, Co. Kerry",33794.0
"134 Ballynorig, Co. Kerry",28896.0
"135 Ballyseedy, Co. Kerry",28236.0
"136 Banna, Co. Kerry",29351.0
"137 Baurtregaum, Co. Kerry",..
"138 Blennerville (Part Urban), Co. Kerry",31796.0
"139 Boolteens, Co. Kerry",29074.0
"140 Brosna, Co. Kerry",24726.0
"141 Carker, Co. Kerry",24962.0
"142 Castleisland, Co. Kerry",25746.0
"143 Clogherbrien, Co. Kerry",34580.0
"144 Cordal, Co. Kerry",28490.0
"145 Crinny, Co. Kerry",26023.0
"146 Derreen, Co. Kerry",28782.0
"147 Doon, Co. Kerry",34001.0
"148 Gneeves, Co. Kerry",24211.0
"149 Kerryhead, Co. Kerry",26130.0
"150 Kilflyn, Co. Kerry",..
"151 Kilgarrylander, Co. Kerry",20656.0
"152 Kilgobban, Co. Kerry",23467.0
"153 Killahan, Co. Kerry",27036.0
"154 Kilmurry, Co. Kerry",28717.0
"155 Kiltallagh, Co. Kerry",27996.0
"156 Knockglass, Co. Kerry",34050.0
"157 Knocknagashel, Co. Kerry",25384.0
"158 Lackabaun, Co. Kerry",27632.0
"159 Millbrook, Co. Kerry",28533.0
"160 Mount Eagle, Co. Kerry",..
"161 Nohaval, Co. Kerry",28934.0
"162 O'Brennan, Co. Kerry",25446.0
"163 Ratass, Co. Kerry",33562.0
"164 Scartaglin, Co. Kerry",26990.0
"165 Tralee Rural (Part Urban), Co. Kerry",27040.0
"166 Tubrid, Co. Kerry",26812.0
"001 Abbey A, Limerick City",31148.0
"002 Abbey B, Limerick City",27170.0
"003 Abbey C, Limerick City",..
"004 Abbey D, Limerick City",24781.0
"005 Ballinacurra A, Limerick City",38389.0
"006 Ballinacurra B, Limerick City",28406.0
"007 Ballynanty, Limerick City",17155.0
"008 Castle A, Limerick City",31018.0
"009 Castle B, Limerick City",..
"010 Castle C, Limerick City",36999.0
"011 Castle D, Limerick City",41559.0
"012 Coolraine, Limerick City",34304.0
"013 Custom House, Limerick City",19238.0
"014 Dock A, Limerick City",19477.0
"015 Dock B, Limerick City",22411.0
"016 Dock C, Limerick City",31458.0
"017 Dock D, Limerick City",32877.0
"018 Farranshone, Limerick City",35134.0
"019 Galvone A, Limerick City",23586.0
"020 Galvone B, Limerick City",..
"021 Glentworth A, Limerick City",..
"022 Glentworth B, Limerick City",23000.0
"023 Glentworth C, Limerick City",..
"024 John's A, Limerick City",..
"025 John's B, Limerick City",..
"026 John's C, Limerick City",20424.0
"027 Killeely A, Limerick City",18313.0
"028 Killeely B, Limerick City",23239.0
"029 Market, Limerick City",19794.0
"030 Prospect A, Limerick City",..
"031 Prospect B, Limerick City",..
"032 Rathbane, Limerick City",22498.0
"033 St. Laurence, Limerick City",25818.0
"034 Shannon A, Limerick City",28250.0
"035 Shannon B, Limerick City",..
"036 Singland A, Limerick City",22752.0
"037 Singland B, Limerick City",26742.0
"065 Limerick North Rural, Limerick City",29786.0
"001 Abbeyville, Co. Limerick",33223.0
"002 Adare North, Co. Limerick",33724.0
"003 Adare South, Co. Limerick",32844.0
"004 Ballingarry, Co. Limerick",27526.0
"005 Ballyagran, Co. Limerick",30197.0
"006 Ballygrennan, Co. Limerick",36397.0
"007 Ballynabanoge, Co. Limerick",32453.0
"008 Ballynoe, Co. Limerick",29067.0
"009 Castletown, Co. Limerick",33051.0
"010 Coolrus, Co. Limerick",27694.0
"011 Crean, Co. Limerick",29216.0
"012 Crecora, Co. Limerick",41875.0
"013 Croom, Co. Limerick",27541.0
"014 Dunnaman, Co. Limerick",41632.0
"015 Fedamore, Co. Limerick",29261.0
"016 Garrane, Co. Limerick",30485.0
"017 Grange, Co. Limerick",29488.0
"018 Kilfinny, Co. Limerick",34986.0
"019 Kilpeacon, Co. Limerick",39999.0
"020 Rathmore, Co. Limerick",31038.0
"021 Fleanmore, Co. Limerick",37619.0
"022 Glin, Co. Limerick",29768.0
"023 Kilfergus, Co. Limerick",34612.0
"024 Kilmoylan, Co. Limerick",25746.0
"025 Ardpatrick, Co. Limerick",22721.0
"026 Athlacca, Co. Limerick",30358.0
"027 Ballymacshaneboy, Co. Limerick",30594.0
"028 Bruff, Co. Limerick",27920.0
"029 Bruree, Co. Limerick",28315.0
"030 Bulgaden, Co. Limerick",25667.0
"031 Cahercorney, Co. Limerick",33787.0
"032 Colmanswell, Co. Limerick",29919.0
"033 Darragh, Co. Limerick",27208.0
"034 Dromin, Co. Limerick",27143.0
"035 Emlygrennan, Co. Limerick",26936.0
"036 Glenbrohane, Co. Limerick",28401.0
"037 Griston, Co. Limerick",24844.0
"038 Hospital, Co. Limerick",26320.0
"039 Kilfinnane, Co. Limerick",22339.0
"040 Kilflyn, Co. Limerick",27129.0
"041 Kilmallock, Co. Limerick",24481.0
"042 Kilteely, Co. Limerick",26834.0
"043 Knockainy, Co. Limerick",31255.0
"044 Knocklong, Co. Limerick",25575.0
"045 Particles, Co. Limerick",33264.0
"046 Rockhill, Co. Limerick",35794.0
"047 Tobernea, Co. Limerick",31680.0
"048 Uregare, Co. Limerick",31714.0
"049 Abington, Co. Limerick",32394.0
"050 Ballybricken, Co. Limerick",34382.0
"051 Ballycummin, Co. Limerick",35013.0
"052 Ballysimon, Co. Limerick",37982.0
"053 Ballyvarra, Co. Limerick",37213.0
"054 Caherconlish East, Co. Limerick",31229.0
"055 Caherconlish West, Co. Limerick",28833.0
"056 Caherelly, Co. Limerick",36658.0
"057 Cappamore, Co. Limerick",27474.0
"058 Carrig, Co. Limerick",32203.0
"059 Castleconnell, Co. Limerick",33675.0
"060 Clarina, Co. Limerick",36779.0
"061 Clonkeen, Co. Limerick",33798.0
"062 Doon West, Co. Limerick",26026.0
"063 Glenstal, Co. Limerick",31941.0
"064 Kilmurry, Co. Limerick",31181.0
"066 Limerick South Rural, Co. Limerick",30056.0
"067 Patrickswell, Co. Limerick",32385.0
"068 Roxborough, Co. Limerick",39177.0
"069 Anglesborough, Co. Limerick",29438.0
"070 Ballylanders, Co. Limerick",19393.0
"071 Cullane, Co. Limerick",24259.0
"072 Duntryleague, Co. Limerick",28864.0
"073 Galbally, Co. Limerick",26077.0
"074 Kilbeheny, Co. Limerick",20316.0
"075 Kilglass, Co. Limerick",27496.0
"076 Knocknascrow, Co. Limerick",29590.0
"077 Riversdale, Co. Limerick",24853.0
"078 Abbeyfeale, Co. Limerick",25710.0
"079 Ardagh, Co. Limerick",29981.0
"080 Ballintober, Co. Limerick",29785.0
"081 Ballynoe West, Co. Limerick",26101.0
"082 Boola, Co. Limerick",30190.0
"083 Broadford, Co. Limerick",26794.0
"084 Caher, Co. Limerick",24593.0
"085 Cleanglass, Co. Limerick",25060.0
"086 Cloncagh, Co. Limerick",29521.0
"087 Danganbeg, Co. Limerick",33644.0
"088 Dromcolliher, Co. Limerick",27559.0
"089 Dromtrasna, Co. Limerick",27516.0
"090 Feenagh, Co. Limerick",26020.0
"091 Garryduff, Co. Limerick",27493.0
"092 Glenagower, Co. Limerick",27207.0
"093 Glengort, Co. Limerick",24904.0
"094 Glensharrold, Co. Limerick",23221.0
"095 Kilmeedy, Co. Limerick",27333.0
"096 Knockaderry, Co. Limerick",28000.0
"097 Mahoonagh, Co. Limerick",28086.0
"098 Monagay, Co. Limerick",30478.0
"099 Mountcollins, Co. Limerick",24970.0
"100 Mountplummer, Co. Limerick",25723.0
"101 Newcastle Rural, Co. Limerick",26916.0
"102 Newcastle Urban, Co. Limerick",24208.0
"103 Port, Co. Limerick",26500.0
"104 Rathronan, Co. Limerick",26000.0
"105 Rooskagh, Co. Limerick",31641.0
"106 Templeglentan, Co. Limerick",26234.0
"107 Askeaton East, Co. Limerick",31789.0
"108 Askeaton West, Co. Limerick",28918.0
"109 Aughinish, Co. Limerick",41209.0
"110 Ballyallinan, Co. Limerick",32983.0
"111 Ballynacarriga, Co. Limerick",36260.0
"112 Castletown, Co. Limerick",36306.0
"113 Craggs, Co. Limerick",27560.0
"114 Croagh, Co. Limerick",34840.0
"115 Dromard, Co. Limerick",36049.0
"116 Dunmoylan East, Co. Limerick",29427.0
"117 Dunmoylan West, Co. Limerick",..
"118 Iveruss, Co. Limerick",32564.0
"119 Kilcornan, Co. Limerick",33360.0
"120 Kildimo, Co. Limerick",33879.0
"121 Kilscannell, Co. Limerick",30985.0
"122 Lismakeery, Co. Limerick",33070.0
"123 Loghill, Co. Limerick",27268.0
"124 Mohernagh, Co. Limerick",26367.0
"125 Nantinan, Co. Limerick",27999.0
"126 Pallaskenry, Co. Limerick",30515.0
"127 Rathkeale Rural, Co. Limerick",26374.0
"128 Rathkeale Urban, Co. Limerick",24422.0
"129 Riddlestown, Co. Limerick",31191.0
"130 Shanagolden, Co. Limerick",31640.0
"131 Shanid, Co. Limerick",35463.0
"132 Bilboa, Co. Limerick",32500.0
"133 Doon South, Co. Limerick",25754.0
"134 Grean, Co. Limerick",29263.0
"135 Oola, Co. Limerick",32022.0
"136 Templebredon, Co. Limerick",34727.0
"001 Nenagh East Urban, North Tipperary",23287.0
"002 Nenagh West Urban, North Tipperary",24020.0
"003 Templemore, North Tipperary",25963.0
"004 Thurles Urban, North Tipperary",24083.0
"005 Aglishcloghane, North Tipperary",21117.0
"006 Ballingarry, North Tipperary",26189.0
"007 Ballylusky, North Tipperary",27090.0
"008 Borrisokane, North Tipperary",22546.0
"009 Carrig, North Tipperary",..
"010 Cloghjordan, North Tipperary",22325.0
"011 Cloghprior, North Tipperary",23157.0
"012 Clohaskin, North Tipperary",19599.0
"013 Finnoe, North Tipperary",32573.0
"014 Graigue, North Tipperary",22733.0
"015 Kilbarron, North Tipperary",27388.0
"016 Lorrha East, North Tipperary",22494.0
"017 Lorrha West, North Tipperary",29337.0
"018 Mertonhall, North Tipperary",..
"019 Rathcabban, North Tipperary",20122.0
"020 Redwood, North Tipperary",25700.0
"021 Riverstown, North Tipperary",29224.0
"022 Terryglass, North Tipperary",28846.0
"023 Uskane, North Tipperary",..
"024 Abington, North Tipperary",28141.0
"025 Aghnameadle, North Tipperary",..
"026 Ardcrony, North Tipperary",26719.0
"027 Ballina, North Tipperary",33475.0
"028 Ballygibbon, North Tipperary",28743.0
"029 Ballymackey, North Tipperary",32179.0
"030 Ballynaclogh, North Tipperary",32122.0
"031 Birdhill, North Tipperary",36155.0
"032 Burgesbeg, North Tipperary",33623.0
"033 Carrigatogher, North Tipperary",30576.0
"034 Castletown, North Tipperary",24157.0
"035 Derrycastle, North Tipperary",27228.0
"036 Dolla, North Tipperary",29359.0
"999Greenhall / Lackagh",34001.0
"038 Kilcomenty, North Tipperary",36388.0
"039 Kilkeary, North Tipperary",32640.0
"040 Killoscully, North Tipperary",31821.0
"041 Kilmore, North Tipperary",25033.0
"042 Kilnaneave, North Tipperary",31018.0
"043 Kilnarath, North Tipperary",31690.0
"044 Knigh, North Tipperary",27909.0
"046 Latteragh, North Tipperary",25777.0
"047 Monsea, North Tipperary",25504.0
"048 Nenagh Rural, North Tipperary",33891.0
"049 Newport, North Tipperary",32943.0
"050 Templederry, North Tipperary",..
"051 Youghalarra, North Tipperary",33125.0
"052 Borrisnafarney, North Tipperary",26314.0
"053 Borrisnoe, North Tipperary",33286.0
"054 Bourney East, North Tipperary",27820.0
"055 Bourney West, North Tipperary",25338.0
"056 Killavinoge, North Tipperary",28329.0
"057 Killea, North Tipperary",24522.0
"058 Rathnaveoge, North Tipperary",29798.0
"059 Roscrea, North Tipperary",23327.0
"060 Timoney, North Tipperary",23452.0
"061 Ballycahill, North Tipperary",27287.0
"062 Ballymurreen, North Tipperary",31221.0
"063 Borrisoleigh, North Tipperary",26788.0
"064 Drom, North Tipperary",31119.0
"065 Foilnaman, North Tipperary",24757.0
"066 Glenkeen, North Tipperary",33988.0
"067 Gortkelly, North Tipperary",28770.0
"068 Holycross, North Tipperary",27459.0
"069 Inch, North Tipperary",31357.0
"070 Kilrush, North Tipperary",28900.0
"071 Littleton, North Tipperary",24554.0
"072 Longfordpass, North Tipperary",29499.0
"073 Loughmoe, North Tipperary",30847.0
"074 Moyaliff, North Tipperary",27319.0
"075 Moycarky, North Tipperary",27078.0
"076 Moyne, North Tipperary",29911.0
"077 Rahelty, North Tipperary",30356.0
"078 Templetouhy, North Tipperary",25520.0
"079 Thurles Rural, North Tipperary",30217.0
"080 Twomileborris, North Tipperary",26402.0
"081 Upperchurch, North Tipperary",30779.0
"082 Carrickbeg Urban, South Tipperary",23578.0
"083 Carrick-on-Suir Urban, South Tipperary",22496.0
"084 Cashel Urban, South Tipperary",21442.0
"085 Clonmel East Urban, South Tipperary",26623.0
"086 Clonmel West Urban, South Tipperary",23320.0
"087 Tipperary East Urban, South Tipperary",19025.0
"088 Tipperary West Urban, South Tipperary",19723.0
"089 Carrick-on-Suir Rural, South Tipperary",28393.0
"090 Garrangibbon, South Tipperary",26815.0
"091 Kilmurry, South Tipperary",33953.0
"092 Newtown, South Tipperary",26995.0
"093 Ardmayle, South Tipperary",25678.0
"094 Ardsallagh, South Tipperary",31747.0
"095 Ballysheehan, South Tipperary",34511.0
"096 Cashel Rural, South Tipperary",26109.0
"097 Clogher, South Tipperary",32624.0
"098 Cloneen, South Tipperary",29162.0
"099 Clonoulty East, South Tipperary",25671.0
"100 Clonoulty West, South Tipperary",27348.0
"101 Colman, South Tipperary",33399.0
"102 Cooleagh, South Tipperary",31484.0
"103 Drangan, South Tipperary",28784.0
"104 Fethard, South Tipperary",25582.0
"105 Gaile, South Tipperary",28287.0
"106 Graigue, South Tipperary",..
"107 Greystown, South Tipperary",28381.0
"108 Killeenasteena, South Tipperary",34591.0
"109 Killenaule, South Tipperary",25360.0
"110 Kilpatrick, South Tipperary",26162.0
"111 Knockgraffon, South Tipperary",28361.0
"112 Magorban, South Tipperary",31102.0
"113 Nodstown, South Tipperary",34595.0
"114 Oughterleague, South Tipperary",28401.0
"115 Peppardstown, South Tipperary",30390.0
"116 Tullamain, South Tipperary",28648.0
"117 Ardfinnan, South Tipperary",29772.0
"118 Ballybacon, South Tipperary",31330.0
"119 Ballyporeen, South Tipperary",25109.0
"120 Burncourt, South Tipperary",29175.0
"121 Caher, South Tipperary",24900.0
"122 Clogheen, South Tipperary",22644.0
"123 Coolagarranroe, South Tipperary",27319.0
"124 Derrygrath, South Tipperary",34350.0
"125 Kilcommon, South Tipperary",22344.0
"126 Kilcoran, South Tipperary",32285.0
"127 Mortlestown, South Tipperary",24480.0
"128 Newcastle, South Tipperary",25325.0
"129 Tubbrid, South Tipperary",28241.0
"130 Tullaghmelan, South Tipperary",31865.0
"131 Tullaghorton, South Tipperary",30900.0
"132 Ballyclerahan, South Tipperary",31827.0
"133 Clonmel Rural (Part Urban), South Tipperary",32098.0
"134 Inishlounaght (Part Urban), South Tipperary",33729.0
"135 Kilcash, South Tipperary",33428.0
"999 Kilsheelan / Killaloan",31442.0
"138 Kiltinan, South Tipperary",32253.0
"139 Lisronagh, South Tipperary",31159.0
"140 Anner, South Tipperary",25625.0
"141 Ballingarry, South Tipperary",19876.0
"142 Ballyphilip, South Tipperary",26236.0
"143 Buolick, South Tipperary",23517.0
"144 Crohane, South Tipperary",29832.0
"145 Farranrory, South Tipperary",27190.0
"146 Fennor, South Tipperary",27196.0
"147 Kilcooly, South Tipperary",27352.0
"148 Kilvemnon, South Tipperary",27089.0
"149 Modeshil, South Tipperary",24282.0
"150 Mullinahone, South Tipperary",26265.0
"151 New Birmingham, South Tipperary",22228.0
"152 Poyntstown, South Tipperary",19040.0
"153 Ballycarron, South Tipperary",31654.0
"154 Ballygriffin, South Tipperary",..
"155 Ballykisteen, South Tipperary",24452.0
"156 Bansha, South Tipperary",26200.0
"157 Bruis, South Tipperary",32012.0
"158 Cappagh, South Tipperary",28622.0
"159 Clonbeg, South Tipperary",28059.0
"160 Cullen, South Tipperary",24295.0
"161 Curraheen, South Tipperary",25189.0
"162 Donohill, South Tipperary",27236.0
"163 Drumwood, South Tipperary",31167.0
"164 Emly, South Tipperary",23449.0
"165 Glengar, South Tipperary",24796.0
"166 Golden, South Tipperary",23372.0
"167 Kilfeakle, South Tipperary",30189.0
"168 Killadriffe, South Tipperary",27853.0
"169 Kilmucklin, South Tipperary",28630.0
"170 Lattin, South Tipperary",24996.0
"171 Rathlynin, South Tipperary",28630.0
"172 Rodus, South Tipperary",30711.0
"173 Shronell, South Tipperary",23370.0
"174 Solloghodbeg, South Tipperary",24348.0
"175 Templeneiry, South Tipperary",24384.0
"176 Thomastown, South Tipperary",27397.0
"177 Tipperary Rural, South Tipperary",26412.0
"001 Ballybeg North, Waterford City",21943.0
"999 Ballybeg South / Ballynaneashagh",..
"003 Ballybricken West, Waterford City",..
"004 Ballymaclode, Waterford City",39461.0
"005 Ballynakill, Waterford City",40853.0
"007 Ballytruckle, Waterford City",26101.0
"008 Bilberry, Waterford City",21553.0
"009 Centre A, Waterford City",20144.0
"010 Centre B, Waterford City",..
"011 Cleaboy, Waterford City",27377.0
"012 Custom House A, Waterford City",..
"013 Custom House B, Waterford City",..
"014 Farranshoneen, Waterford City",36657.0
"015 Ferrybank, Waterford City",26500.0
"016 Gracedieu, Waterford City",26419.0
"017 Grange North, Waterford City",24483.0
"018 Grange South, Waterford City",28516.0
"019 Grange Upper, Waterford City",31968.0
"020 Kilbarry, Waterford City",26951.0
"021 Kingsmeadow, Waterford City",23617.0
"022 Larchville, Waterford City",..
"023 Lisduggan, Waterford City",21888.0
"024 Military Road, Waterford City",24839.0
"025 Morrisson's Avenue East, Waterford City",22260.0
"026 Morrisson's Avenue West, Waterford City",..
"027 Morrisson's Road, Waterford City",..
"028 Mount Sion, Waterford City",19227.0
"029 Newport's Square, Waterford City",..
"030 Newtown, Waterford City",35590.0
"031 Park, Waterford City",22163.0
"032 Poleberry, Waterford City",21790.0
"033 Roanmore, Waterford City",..
"034 Shortcourse, Waterford City",..
"035 Slievekeale, Waterford City",..
"036 The Glen, Waterford City",19902.0
"037 Ticor North, Waterford City",26323.0
"038 Ticor South, Waterford City",..
"001 Dungarvan No. 1 Urban, Co. Waterford",23821.0
"002 Dungarvan No. 2 Urban, Co. Waterford",31388.0
"003 Ballydurn, Co. Waterford",38768.0
"004 Carrickbeg Rural, Co. Waterford",28672.0
"005 Clonea, Co. Waterford",25999.0
"006 Fenoagh, Co. Waterford",33311.0
"007 Glen, Co. Waterford",29599.0
"008 Kilmeadan, Co. Waterford",31184.0
"009 Mothel, Co. Waterford",33304.0
"010 Portlaw, Co. Waterford",28515.0
"011 Rathgormuck, Co. Waterford",31073.0
"012 Ross, Co. Waterford",35987.0
"013 Ballymacarbry, Co. Waterford",32818.0
"014 Graignagower, Co. Waterford",33280.0
"015 Gurteen, Co. Waterford",30239.0
"016 Kilmacomma, Co. Waterford",27571.0
"017 Kilronan, Co. Waterford",..
"018 St. Mary's, Co. Waterford",35402.0
"019 Aird Mhór, Co. Waterford",27693.0
"020 Baile Mhac Airt, Co. Waterford",25676.0
"021 Bohadoon, Co. Waterford",31795.0
"022 Cappagh, Co. Waterford",29391.0
"023 Carriglea, Co. Waterford",34414.0
"024 Clonea, Co. Waterford",32927.0
"025 Colligan, Co. Waterford",32873.0
"026 Coumaraglin, Co. Waterford",39483.0
"027 Dromana, Co. Waterford",29514.0
"028 Dromore, Co. Waterford",27654.0
"029 Dungarvan Rural, Co. Waterford",29557.0
"030 Keereen, Co. Waterford",..
"031 Knockaunbrandaun, Co. Waterford",..
"032 Modelligo, Co. Waterford",29528.0
"033 Mountstuart, Co. Waterford",..
"034 An Rinn, Co. Waterford",30233.0
"035 Seskinan, Co. Waterford",30694.0
"036 Whitechurch, Co. Waterford",..
"037 Annestown, Co. Waterford",35689.0
"038 Ballylaneen, Co. Waterford",..
"039 Carrigcastle, Co. Waterford",31819.0
"040 Comeragh, Co. Waterford",32895.0
"041 Dunhill, Co. Waterford",..
"042 Fews, Co. Waterford",31129.0
"043 Fox's Castle, Co. Waterford",27560.0
"044 Gardenmorris, Co. Waterford",30815.0
"045 Georgestown, Co. Waterford",..
"046 Kilbarrymeaden, Co. Waterford",34242.0
"047 Kilmacthomas, Co. Waterford",29873.0
"048 Knockmahon, Co. Waterford",34129.0
"049 Mountkennedy, Co. Waterford",33459.0
"050 Newtown, Co. Waterford",29847.0
"051 Stradbally, Co. Waterford",30569.0
"052 Tinnasaggart, Co. Waterford",..
"053 Ballyduff, Co. Waterford",29412.0
"054 Ballyhane, Co. Waterford",24000.0
"055 Ballyin, Co. Waterford",26139.0
"056 Ballynamult, Co. Waterford",..
"057 Ballysaggartmore, Co. Waterford",22613.0
"058 Cappoquin, Co. Waterford",20112.0
"059 Castlerichard, Co. Waterford",24682.0
"060 Drumroe, Co. Waterford",30913.0
"061 Gortnapeaky, Co. Waterford",18479.0
"062 Kilcockan, Co. Waterford",23997.0
"063 Kilwatermoy East, Co. Waterford",..
"064 Kilwatermoy West, Co. Waterford",23069.0
"065 Lismore Rural, Co. Waterford",26191.0
"066 Lismore Urban, Co. Waterford",22508.0
"067 Mocollop, Co. Waterford",23828.0
"068 Modelligo, Co. Waterford",28379.0
"069 Tallow, Co. Waterford",23009.0
"070 Ballynakill (Part Rural), Co. Waterford",..
"071 Drumcannon, Co. Waterford",36139.0
"072 Faithlegg (Part Rural), Co. Waterford",33280.0
"073 Islandikane, Co. Waterford",38580.0
"074 Kilbarry (Part Rural), Co. Waterford",..
"075 Killea, Co. Waterford",27677.0
"076 Killoteran, Co. Waterford",27006.0
"077 Kilmacleague, Co. Waterford",..
"078 Kilmeadan, Co. Waterford",31176.0
"079 Newcastle, Co. Waterford",34840.0
"080 Pembrokestown, Co. Waterford",37659.0
"081 Rathmoylan, Co. Waterford",29965.0
"082 Reisk, Co. Waterford",36470.0
"083 Tramore, Co. Waterford",28483.0
"084 Woodstown, Co. Waterford",41517.0
"085 Ardmore, Co. Waterford",16197.0
"086 Ballyheeny, Co. Waterford",25447.0
"087 Clashmore, Co. Waterford",28491.0
"088 Glenwilliam, Co. Waterford",..
"089 Grallagh, Co. Waterford",23804.0
"090 Grange, Co. Waterford",26285.0
"091 Kinsalebeg, Co. Waterford",29011.0
"092 Templemichael, Co. Waterford",23148.0
"001 Ballybaan, Galway City",29902.0
"002 Baile an Bhriotaigh, Galway City",30638.0
"003 Bearna, Galway City",34299.0
"004 An Caisleán Gearr, Galway City",27796.0
"005 Claddagh, Galway City",30441.0
"006 Dangan, Galway City",31061.0
"007 Eyre Square, Galway City",26047.0
"008 An Cnocán Carrach, Galway City",45161.0
"009 Lough Atalia, Galway City",31194.0
"010 Mionlach, Galway City",28094.0
"011 Mervue, Galway City",28442.0
"012 Murroogh, Galway City",30238.0
"013 Newcastle, Galway City",27267.0
"014 Nuns Island, Galway City",28520.0
"015 Rahoon, Galway City",29484.0
"016 Renmore, Galway City",33986.0
"017 Rockbarton, Galway City",47059.0
"018 Paróiste San Nicoláis, Galway City",25257.0
"019 Salthill, Galway City",34713.0
"020 Shantalla, Galway City",27345.0
"021 Taylors Hill, Galway City",33023.0
"022 Wellpark, Galway City",27459.0
"001 Ballinasloe Urban, Co. Galway",25997.0
"002 Abbeygormacan, Co. Galway",31378.0
"003 Ahascragh, Co. Galway",25650.0
