"Proportion of households state pension was majority of household income"
"(%) by Electoral Division and Year"

" ","2016"
"097 Kinvarra, Co. Galway",12.0
"098 Rahasane, Co. Galway",12.5
"099 Skehanagh, Co. Galway",13.8
"100 Aille, Co. Galway",18.7
"101 Athenry, Co. Galway",9.9
"102 Ballynagar, Co. Galway",26.0
"103 Bracklagh, Co. Galway",21.9
"104 Bullaun, Co. Galway",11.4
"105 Cappalusk, Co. Galway",16.4
"106 Castleboy, Co. Galway",14.5
"107 Cloonkeen, Co. Galway",17.2
"108 Colmanstown, Co. Galway",13.5
"109 Craughwell, Co. Galway",8.5
"110 Derrylaur, Co. Galway",23.8
"111 Drumkeary, Co. Galway",19.8
"112 Graigabbey, Co. Galway",4.9
"113 Grange, Co. Galway",12.8
"114 Greethill, Co. Galway",11.3
"115 Kilchreest, Co. Galway",21.4
"116 Kilconickny, Co. Galway",14.8
"117 Kilconierin, Co. Galway",13.0
"118 Killimor, Co. Galway",18.5
"119 Killogilleen, Co. Galway",8.7
"120 Kilmeen, Co. Galway",18.2
"121 Kilreekill, Co. Galway",12.6
"122 Kilteskill, Co. Galway",8.9
"123 Kiltullagh, Co. Galway",11.1
"124 Lackalea, Co. Galway",7.3
"125 Leitrim, Co. Galway",10.3
"127 Loughrea Rural, Co. Galway",14.9
"128 Loughrea Urban, Co. Galway",12.0
"999 Marblehill / Loughatorick",23.9
"130 Mountain, Co. Galway",8.4
"131 Movode, Co. Galway",16.0
"132 Raford, Co. Galway",12.9
"133 Tiaquin, Co. Galway",10.3
"134 Woodford, Co. Galway",21.8
"135 Annagh, Co. Galway",22.0
"136 Ballynakill, Co. Galway",22.4
"137 Caltra, Co. Galway",19.3
"138 Castleblakeney, Co. Galway",18.2
"139 Castleffrench, Co. Galway",21.0
"140 Clonbrock, Co. Galway",13.3
"141 Cloonkeen, Co. Galway",30.1
"142 Cooloo, Co. Galway",15.2
"143 Derryglassaun, Co. Galway",20.1
"144 Killeroran, Co. Galway",17.2
"145 Killian, Co. Galway",19.0
"146 Mount Bellew, Co. Galway",11.6
"147 Mounthazel, Co. Galway",23.9
"148 Taghboy, Co. Galway",15.1
"149 Camas, Co. Galway",25.5
"150 An Fhairche, Co. Galway",23.0
"151 Conga, Co. Galway",29.7
"152 An Crompán, Co. Galway",19.5
"153 An Chorr, Co. Galway",17.5
"154 Garmna, Co. Galway",22.0
"155 Cill Chuimín, Co. Galway",18.0
"156 Leitir Breacáin, Co. Galway",20.7
"157 Letterfore, Co. Galway",18.5
"158 Leitir Móir, Co. Galway",21.9
"159 Oughterard, Co. Galway",14.9
"160 An Ros, Co. Galway",17.6
"161 An Turlach, Co. Galway",26.4
"162 Wormhole, Co. Galway",11.8
"163 Abbeyville, Co. Galway",28.6
"164 Ballyglass, Co. Galway",20.3
"165 Coos, Co. Galway",29.2
"166 Derrew, Co. Galway",19.6
"167 Drummin, Co. Galway",19.8
"168 Eyrecourt, Co. Galway",28.1
"169 Killimor, Co. Galway",17.1
"170 Kilmalinoge, Co. Galway",23.3
"171 Kilquain, Co. Galway",20.0
"172 Meelick, Co. Galway",22.7
"173 Moat, Co. Galway",24.0
"174 Pallas, Co. Galway",26.7
"175 Portumna, Co. Galway",19.2
"176 Tiranascragh, Co. Galway",24.6
"177 Tynagh, Co. Galway",17.2
"178 Abbey East, Co. Galway",21.7
"179 Abbey West, Co. Galway",12.8
"180 Addergoole, Co. Galway",28.4
"181 Annaghdown, Co. Galway",13.1
"182 Ballinderry, Co. Galway",10.2
"183 Ballinduff, Co. Galway",15.2
"184 Ballynapark, Co. Galway",14.4
"185 Beaghmore, Co. Galway",9.3
"186 Belclare, Co. Galway",15.7
"187 Carrownagur, Co. Galway",22.5
"188 Carrowrevagh, Co. Galway",19.9
"189 Claretuam, Co. Galway",13.7
"190 Clonbern, Co. Galway",18.0
"191 Cloonkeen, Co. Galway",29.9
"192 Cummer, Co. Galway",11.1
"193 Donaghpatrick, Co. Galway",17.8
"194 Doonbally, Co. Galway",20.5
"195 Dunmore North, Co. Galway",16.7
"196 Dunmore South, Co. Galway",22.6
"197 Foxhall, Co. Galway",24.2
"198 Headford, Co. Galway",13.1
"199 Hillsbrook, Co. Galway",18.6
"200 Kilbennan, Co. Galway",23.2
"201 Kilcoona, Co. Galway",17.1
"202 Killeany, Co. Galway",11.1
"203 Killeen, Co. Galway",15.0
"204 Killererin, Co. Galway",13.1
"205 Killower, Co. Galway",8.6
"206 Killursa, Co. Galway",13.8
"207 Kilmoylan, Co. Galway",12.1
"208 Kilshanvy, Co. Galway",14.3
"209 Levally, Co. Galway",26.2
"210 Milltown, Co. Galway",21.4
"211 Monivea, Co. Galway",12.9
"212 Moyne, Co. Galway",17.1
"213 Ryehill, Co. Galway",12.6
"214 Toberadosh, Co. Galway",28.0
"215 Tuam Rural, Co. Galway",10.8
"216 Tuam Urban, Co. Galway",18.5
"001 Ballinamore, Co. Leitrim",15.9
"002 Cloverhill, Co. Leitrim",18.1
"003 Corrala, Co. Leitrim",19.3
"004 Drumreilly North, Co. Leitrim",22.6
"005 Drumreilly South, Co. Leitrim",30.0
"006 Garadice, Co. Leitrim",20.1
"999 Greaghglass / Stralongford",25.8
"008 Killygar, Co. Leitrim",27.7
"009 Newtowngore, Co. Leitrim",17.4
"010 Oughteragh, Co. Leitrim",28.9
"012 Aghacashel, Co. Leitrim",7.7
"013 Annaduff, Co. Leitrim",19.8
"014 Barnameenagh, Co. Leitrim",24.1
"015 Carrick-on-Shannon, Co. Leitrim",10.4
"999 Drumreilly West / Drumreilly East",19.1
"018 Drumshanbo, Co. Leitrim",16.9
"019 Drumsna, Co. Leitrim",20.2
"020 Gortnagullion, Co. Leitrim",22.8
"021 Gowel, Co. Leitrim",16.1
"022 Keshcarrigan, Co. Leitrim",13.2
"023 Kiltubbrid, Co. Leitrim",17.0
"024 Leitrim, Co. Leitrim",14.2
"025 Moher, Co. Leitrim",13.4
"026 Yugan, Co. Leitrim",27.7
"999 Aghalateeve / Aghanlish",21.4
"999 Aghavoghill / Melvin",28.4
"030 Gubacreeny, Co. Leitrim",14.0
"031 Kinlough, Co. Leitrim",15.3
"033 Tullaghan, Co. Leitrim",18.9
"035 Ballaghameehan, Co. Leitrim",22.1
"036 Belhavel, Co. Leitrim",17.3
"037 Cloonclare, Co. Leitrim",22.4
"038 Cloonlogher, Co. Leitrim",17.5
"039 Drumahaire, Co. Leitrim",16.8
"040 Drumkeeran, Co. Leitrim",23.4
"999 Garvagh / Arigna",21.3
"042 Glenade, Co. Leitrim",18.0
"043 Glenaniff, Co. Leitrim",35.0
"044 Glenboy, Co. Leitrim",7.1
"045 Glencar, Co. Leitrim",16.5
"046 Glenfarn, Co. Leitrim",27.9
"047 Killanummery, Co. Leitrim",17.6
"048 Killarga, Co. Leitrim",26.9
"049 Kiltyclogher, Co. Leitrim",29.9
"050 Lurganboy, Co. Leitrim",16.6
"051 Mahanagh, Co. Leitrim",20.8
"052 Manorhamilton, Co. Leitrim",16.3
"053 Munakill, Co. Leitrim",20.3
"054 Sramore, Co. Leitrim",10.9
"055 St. Patrick's, Co. Leitrim",7.5
"056 Aghavas, Co. Leitrim",22.0
"057 Beihy, Co. Leitrim",22.0
"058 Breandrum, Co. Leitrim",22.3
"059 Bunnybeg, Co. Leitrim",28.1
"060 Carrigallen East, Co. Leitrim",21.9
"061 Carrigallen West, Co. Leitrim",12.2
"062 Cashel, Co. Leitrim",20.6
"063 Castlefore, Co. Leitrim",22.0
"064 Cattan, Co. Leitrim",21.1
"065 Cloone, Co. Leitrim",26.9
"066 Corriga, Co. Leitrim",24.1
"067 Drumard, Co. Leitrim",13.9
"068 Drumdoo, Co. Leitrim",22.6
"069 Drumod, Co. Leitrim",11.7
"070 Fenagh, Co. Leitrim",26.1
"071 Gortermone, Co. Leitrim",22.4
"072 Keeldra, Co. Leitrim",20.9
"073 Lisgillock, Co. Leitrim",21.7
"074 Mohill, Co. Leitrim",24.3
"075 Rinn, Co. Leitrim",18.5
"076 Riverstown, Co. Leitrim",28.4
"077 Roosky, Co. Leitrim",20.1
"078 Rowan, Co. Leitrim",21.7
"001 Ardnaree South Urban, Co. Mayo",15.1
"002 Ballina Urban, Co. Mayo",17.7
"003 Castlebar Urban, Co. Mayo",11.2
"004 Westport Urban, Co. Mayo",13.7
"005 Ardagh, Co. Mayo",18.4
"006 Ardnaree North (Part Urban), Co. Mayo",19.0
"007 Ardnaree South Rural (Part Urban), Co. Mayo",11.5
"008 Attymass East, Co. Mayo",26.6
"009 Attymass West, Co. Mayo",24.7
"010 Ballina Rural (Part Urban), Co. Mayo",13.7
"011 Ballycastle, Co. Mayo",30.3
"012 Ballysakeery, Co. Mayo",16.4
"013 Béal Deirg Mór, Co. Mayo",19.7
"014 Bunaveela, Co. Mayo",24.2
"015 Carrowmore, Co. Mayo",17.9
"016 Crossmolina North, Co. Mayo",23.3
"017 Crossmolina South, Co. Mayo",22.3
"018 Deel, Co. Mayo",17.7
"019 Derry, Co. Mayo",26.9
"020 Fortland, Co. Mayo",27.1
"021 Kilfian East, Co. Mayo",24.1
"022 Kilfian South, Co. Mayo",25.6
"023 Kilfian West, Co. Mayo",22.7
"024 Kilgarvan, Co. Mayo",21.1
"025 Killala, Co. Mayo",22.0
"026 Lackan North, Co. Mayo",24.4
"027 Lackan South, Co. Mayo",23.0
"028 Letterbrick, Co. Mayo",34.7
"029 Mount Falcon, Co. Mayo",22.1
"030 Rathoma, Co. Mayo",24.4
"031 Sallymount, Co. Mayo",22.8
"032 Sraheen, Co. Mayo",21.4
"033 Baile an Chalaidh, Co. Mayo",24.2
"034 Ballinrobe, Co. Mayo",13.2
"035 Baile Óbha, Co. Mayo",25.9
"036 Burriscarra, Co. Mayo",13.9
"037 An Cheapaigh Dhuibh, Co. Mayo",18.7
"038 Cong, Co. Mayo",13.7
"039 Coonard, Co. Mayo",30.6
"040 Dalgan, Co. Mayo",14.3
"041 Hollymount, Co. Mayo",18.5
"042 Houndswood, Co. Mayo",21.3
"043 Kilcommon, Co. Mayo",16.8
"044 Kilmaine, Co. Mayo",24.1
"045 Neale, Co. Mayo",18.0
"046 Newbrook, Co. Mayo",18.5
"047 Abhainn Bhrain, Co. Mayo",31.9
"048 Partraí, Co. Mayo",21.6
"049 Roslee, Co. Mayo",16.4
"050 Shrule, Co. Mayo",16.1
"051 An Geata Mór Thuaidh, Co. Mayo",19.7
"052 An Geata Mór Theas, Co. Mayo",26.9
"053 Bangor, Co. Mayo",13.8
"054 Barr Rúscaí, Co. Mayo",29.3
"055 Béal an Mhuirthead, Co. Mayo",18.8
"056 Gleann na Muaidhe, Co. Mayo",24.7
"057 Gleann Chaisil, Co. Mayo",20.9
"999 Glenco / Sheskin",20.5
"059 Guala Mhór, Co. Mayo",23.1
"060 Cnoc an Daimh, Co. Mayo",23.1
"061 Cnoc na Lobhar, Co. Mayo",25.4
"062 Moing na Bó, Co. Mayo",26.9
"063 Na Monga, Co. Mayo",25.0
"064 Cnoc na Ráithe, Co. Mayo",29.9
"066 Addergoole, Co. Mayo",17.6
"067 Balla, Co. Mayo",14.2
"068 Ballinafad, Co. Mayo",19.2
"069 Ballyhean, Co. Mayo",15.6
"070 Ballynagoraher, Co. Mayo",23.6
"071 Bellavary, Co. Mayo",16.4
"072 Breaghwy, Co. Mayo",11.8
"073 Burren, Co. Mayo",14.7
"074 Castlebar Rural (Part Urban), Co. Mayo",6.8
"075 Clogher, Co. Mayo",15.7
"076 Cloonkeen, Co. Mayo",11.6
"077 Croaghmoyle, Co. Mayo",16.7
"078 Killavally, Co. Mayo",14.6
"079 Manulla, Co. Mayo",14.1
"080 Pontoon, Co. Mayo",16.9
"081 Strade, Co. Mayo",20.5
"082 Tamhnaigh na Graí, Co. Mayo",13.7
"083 Turlough, Co. Mayo",12.8
"084 Ballindine, Co. Mayo",18.8
"085 Ballyhaunis, Co. Mayo",13.6
"086 Ballyhowly, Co. Mayo",17.3
"087 Bekan, Co. Mayo",23.8
"088 Caraun, Co. Mayo",22.4
"089 Claremorris, Co. Mayo",11.4
"090 Cloghermore, Co. Mayo",29.5
"091 Course, Co. Mayo",24.0
"092 Crossboyne, Co. Mayo",15.6
"093 Culnacleha, Co. Mayo",22.9
"094 Garrymore, Co. Mayo",24.1
"095 Kilcolman, Co. Mayo",11.9
"096 Kilvine, Co. Mayo",24.9
"097 Knock North, Co. Mayo",26.1
"098 Knock South, Co. Mayo",28.5
"099 Loughanboy, Co. Mayo",23.3
"100 Mayo, Co. Mayo",19.3
"101 Murneen, Co. Mayo",21.1
"102 Tagheen, Co. Mayo",23.8
"103 Aghamore, Co. Mayo",22.4
"104 Ballinamore, Co. Mayo",19.3
"105 Bohola, Co. Mayo",19.3
"106 Brackloon, Co. Mayo",21.2
"107 Callow, Co. Mayo",17.0
"108 Cloonmore, Co. Mayo",32.3
"109 Coolnaha, Co. Mayo",24.3
"110 Cuildoo, Co. Mayo",24.4
"111 Doocastle, Co. Mayo",29.7
"112 Kilbeagh, Co. Mayo",23.1
"113 Kilkelly, Co. Mayo",23.3
"114 Killedan, Co. Mayo",19.6
"115 Kilmovee, Co. Mayo",23.4
"116 Kiltamagh, Co. Mayo",18.6
"117 Meelick, Co. Mayo",23.0
"118 Sonnagh, Co. Mayo",20.7
"119 Swineford, Co. Mayo",20.2
"120 Toocananagh, Co. Mayo",19.5
"121 Toomore, Co. Mayo",16.4
"122 Tumgesh, Co. Mayo",29.7
"123 Urlaur, Co. Mayo",24.9
"124 Acaill, Co. Mayo",39.0
"125 Aghagower North, Co. Mayo",9.5
"126 Aghagower South, Co. Mayo",15.6
"127 Aillemore, Co. Mayo",22.5
"128 Ballycroy North, Co. Mayo",31.5
"129 Ballycroy South, Co. Mayo",31.4
"131 Clare Island, Co. Mayo",28.8
"132 Clogher, Co. Mayo",11.9
"133 An Corrán, Co. Mayo",31.0
"134 Croaghpatrick, Co. Mayo",20.0
"135 Derryloughan, Co. Mayo",13.7
"136 Dumha Éige, Co. Mayo",29.6
"137 Drummin, Co. Mayo",11.4
"138 Emlagh, Co. Mayo",23.8
"139 Erriff, Co. Mayo",18.4
"140 Glenhest, Co. Mayo",21.3
"141 Islandeady, Co. Mayo",17.2
"142 Kilgeever, Co. Mayo",31.7
"143 Kilmaclasser, Co. Mayo",15.7
"144 Kilmeena (Part Urban), Co. Mayo",14.8
"145 Kilsallagh, Co. Mayo",17.5
"146 Knappagh, Co. Mayo",13.4
"147 Louisburgh, Co. Mayo",18.0
"148 Newport East, Co. Mayo",16.1
"149 Newport West, Co. Mayo",20.8
"999 Owennadornaun / Bundorragha",24.4
"151 Slievemahanagh, Co. Mayo",14.1
"152 Slievemore, Co. Mayo",30.3
"153 Srahmore, Co. Mayo",18.5
"154 Westport Rural, Co. Mayo",11.9
"001 Athlone West Rural, Co. Roscommon",6.6
"002 Ballydangan, Co. Roscommon",13.7
"003 Ballynamona, Co. Roscommon",14.9
"004 Caltragh, Co. Roscommon",21.4
"005 Carnagh, Co. Roscommon",11.4
"006 Carrowreagh, Co. Roscommon",17.6
"007 Castlesampson, Co. Roscommon",25.9
"008 Cloonburren, Co. Roscommon",17.4
"009 Cloonown, Co. Roscommon",15.3
"010 Crannagh, Co. Roscommon",13.6
"011 Creagh, Co. Roscommon",11.7
"012 Culliagh, Co. Roscommon",16.4
"013 Drumlosh, Co. Roscommon",16.7
"014 Dysart, Co. Roscommon",22.0
"015 Kilcar, Co. Roscommon",15.0
"016 Kiltoom, Co. Roscommon",9.8
"017 Lecarrow, Co. Roscommon",12.4
"018 Moore, Co. Roscommon",23.9
"019 Rockhill, Co. Roscommon",15.3
"020 Taghboy, Co. Roscommon",14.0
"021 Taghmaconnell, Co. Roscommon",17.6
"022 Thomastown, Co. Roscommon",11.3
"023 Turrock, Co. Roscommon",17.4
"024 Aghafin, Co. Roscommon",20.4
"026 Aughrim East, Co. Roscommon",17.6
"027 Aughrim West, Co. Roscommon",21.9
"028 Ballyfarnan, Co. Roscommon",17.0
"029 Ballyfermoyle, Co. Roscommon",8.1
"030 Boyle Rural, Co. Roscommon",13.3
"031 Boyle Urban, Co. Roscommon",22.0
"032 Breedoge, Co. Roscommon",24.7
"033 Cloonteen, Co. Roscommon",19.4
"034 Creeve, Co. Roscommon",21.3
"035 Croghan, Co. Roscommon",15.9
"036 Crossna, Co. Roscommon",20.3
"037 Danesfort, Co. Roscommon",12.1
"038 Estersnow, Co. Roscommon",19.4
"039 Keadew, Co. Roscommon",14.8
"040 Kilbryan, Co. Roscommon",14.5
"041 Kilcolagh, Co. Roscommon",21.4
"042 Killukin, Co. Roscommon",14.4
"043 Killummod, Co. Roscommon",17.9
"044 Kilmacumsy, Co. Roscommon",17.8
"045 Kilmore, Co. Roscommon",19.7
"999 Lisgarve / Mantua",27.4
"999 Lough Allen / Altagowlan",20.3
"049 Oakport, Co. Roscommon",8.2
"050 Rockingham, Co. Roscommon",19.5
"051 Rushfield, Co. Roscommon",17.7
"052 Tivannagh, Co. Roscommon",18.8
"053 Tumna North, Co. Roscommon",21.7
"054 Tumna South, Co. Roscommon",23.4
"055 Artagh North, Co. Roscommon",23.3
"056 Artagh South, Co. Roscommon",24.4
"057 Ballaghaderreen, Co. Roscommon",20.7
"058 Ballinlough, Co. Roscommon",26.1
"059 Ballintober, Co. Roscommon",21.8
"060 Baslick, Co. Roscommon",28.3
"061 Bellanagare, Co. Roscommon",21.4
"062 Buckill, Co. Roscommon",22.5
"063 Carrowduff, Co. Roscommon",21.8
"064 Castleplunket, Co. Roscommon",22.1
"065 Castlereagh, Co. Roscommon",18.2
"066 Castleteheen, Co. Roscommon",18.0
"067 Cloonfower, Co. Roscommon",28.3
"068 Coolougher, Co. Roscommon",20.6
"069 Edmondstown, Co. Roscommon",25.6
"070 Fairymount, Co. Roscommon",25.0
"071 Frenchpark, Co. Roscommon",16.5
"072 Kiltullagh, Co. Roscommon",19.3
"073 Loughglinn, Co. Roscommon",23.1
"074 Annaghmore, Co. Roscommon",17.8
"075 Athleague East, Co. Roscommon",23.6
"076 Athleague West, Co. Roscommon",17.9
"077 Ballygarden, Co. Roscommon",24.1
"078 Bumlin, Co. Roscommon",11.9
"079 Cams, Co. Roscommon",14.3
"080 Cloonfinlough, Co. Roscommon",24.6
"081 Cloontuskert, Co. Roscommon",10.9
"082 Cloonygormican, Co. Roscommon",21.7
"083 Cloonyquin, Co. Roscommon",15.2
"084 Creeve, Co. Roscommon",24.6
"085 Cregga, Co. Roscommon",16.7
"086 Drumdaff, Co. Roscommon",11.4
"087 Dunamon, Co. Roscommon",13.8
"088 Elia, Co. Roscommon",18.0
"089 Elphin, Co. Roscommon",19.2
"090 Fuerty, Co. Roscommon",15.4
"091 Kilbride North, Co. Roscommon",15.3
"092 Kilbride South, Co. Roscommon",16.5
"093 Kilgefin, Co. Roscommon",18.2
"094 Kilglass North, Co. Roscommon",12.5
"095 Kilglass South, Co. Roscommon",18.0
"096 Killavackan, Co. Roscommon",16.7
"097 Killukin, Co. Roscommon",21.6
"098 Kilteevan, Co. Roscommon",17.0
"099 Lackan, Co. Roscommon",16.8
"100 Lismaha, Co. Roscommon",23.7
"101 Lissonuffy, Co. Roscommon",16.1
"102 Mote, Co. Roscommon",12.3
"103 Ogulla, Co. Roscommon",18.9
"104 Roosky, Co. Roscommon",19.2
"105 Roscommon Rural, Co. Roscommon",11.6
"106 Roscommon Urban, Co. Roscommon",15.1
"107 Rosmoylan, Co. Roscommon",24.6
"108 Rossmore, Co. Roscommon",17.9
"109 Scregg, Co. Roscommon",11.2
"110 Strokestown, Co. Roscommon",19.7
"111 Termonbarry, Co. Roscommon",11.0
"112 Tulsk, Co. Roscommon",14.6
"001 Sligo East, Co. Sligo",14.4
"002 Sligo North, Co. Sligo",11.3
"003 Sligo West, Co. Sligo",13.6
"004 Aghanagh, Co. Sligo",14.5
"005 Ballynashee, Co. Sligo",17.6
"006 Coolavin, Co. Sligo",21.4
"007 Cuilmore, Co. Sligo",21.2
"008 Drumrat, Co. Sligo",22.8
"009 Kilfree, Co. Sligo",21.4
"010 Killadoon, Co. Sligo",23.2
"011 Killaraght, Co. Sligo",19.9
"012 Kilmactranny, Co. Sligo",23.0
"013 Kilshalvy, Co. Sligo",30.0
"014 Shancough, Co. Sligo",15.2
"015 Templevanny, Co. Sligo",22.2
"016 Toomour, Co. Sligo",13.3
"017 Aughris, Co. Sligo",21.9
"018 Buncrowey, Co. Sligo",20.9
"019 Castleconor East, Co. Sligo",28.6
"020 Castleconor West, Co. Sligo",22.3
"021 Dromard East, Co. Sligo",15.8
"022 Dromard West, Co. Sligo",20.0
"023 Dromore, Co. Sligo",18.9
"024 Easky East, Co. Sligo",23.7
"025 Easky West, Co. Sligo",28.3
"026 Kilglass, Co. Sligo",19.1
"028 Rathmacurkey, Co. Sligo",28.5
"029 Skreen, Co. Sligo",16.9
"030 Templeboy North, Co. Sligo",22.2
"999 Templeboy South / Mullagheruse",20.3
"032 Toberpatrick East, Co. Sligo",21.5
"033 Toberpatrick West, Co. Sligo",23.6
"034 Ballintogher East, Co. Sligo",12.4
"035 Ballintogher West, Co. Sligo",14.5
"036 Ballymote, Co. Sligo",19.4
"037 Ballynakill, Co. Sligo",14.6
"038 Ballysadare East, Co. Sligo",13.6
"039 Ballysadare West, Co. Sligo",15.6
"040 Bricklieve, Co. Sligo",25.6
"041 Calry, Co. Sligo",16.6
"042 Carney, Co. Sligo",13.5
"043 Carrickbanagher, Co. Sligo",21.4
"044 Cliffony North, Co. Sligo",17.7
"045 Cliffony South, Co. Sligo",16.6
"046 Collooney, Co. Sligo",11.3
"047 Drumcliff East, Co. Sligo",16.3
"048 Drumcliff West, Co. Sligo",13.9
"049 Drumcolumb, Co. Sligo",19.8
"050 Drumfin, Co. Sligo",14.3
"051 Glencar, Co. Sligo",7.6
"052 Kilmacowen, Co. Sligo",11.3
"053 Knockaree, Co. Sligo",9.5
"054 Lakeview, Co. Sligo",20.0
"055 Lisconny, Co. Sligo",13.2
"056 Lissadill East, Co. Sligo",10.3
"057 Lissadill North, Co. Sligo",12.6
"058 Lissadill West, Co. Sligo",15.1
"059 Riverstown, Co. Sligo",19.8
"060 Rossinver East, Co. Sligo",15.9
"061 Rossinver West, Co. Sligo",9.5
"062 Achonry East, Co. Sligo",21.0
"063 Achonry West, Co. Sligo",21.6
"064 Aclare, Co. Sligo",17.6
"065 Annagh, Co. Sligo",23.6
"066 Banada, Co. Sligo",23.2
"999 Branchfield / Carrownaskeagh",21.1
"068 Breencorragh, Co. Sligo",15.9
"070 Cartron, Co. Sligo",11.1
"072 Cloonoghill, Co. Sligo",15.8
"073 Coolaney, Co. Sligo",9.0
"074 Glendarragh, Co. Sligo",29.2
"075 Kilmacteige, Co. Sligo",23.2
"076 Kilturra, Co. Sligo",22.7
"077 Leitrim, Co. Sligo",20.2
"999 Loughill / Cloonacool",20.0
"079 Owenmore, Co. Sligo",28.3
"080 Streamstown, Co. Sligo",23.9
"081 Temple, Co. Sligo",14.4
"082 Tobercurry, Co. Sligo",14.8
"001 Cavan Urban, Co. Cavan",12.5
"002 Bailieborough, Co. Cavan",16.6
"003 Carnagarve, Co. Cavan",15.7
"004 Crossbane, Co. Cavan",13.5
"005 Drumanespick, Co. Cavan",19.3
"006 Enniskeen, Co. Cavan",12.7
"007 Killinkere, Co. Cavan",20.5
"008 Kingscourt, Co. Cavan",13.1
"009 Lisagoan, Co. Cavan",19.8
"010 Mullagh, Co. Cavan",12.0
"011 Shercock, Co. Cavan",16.0
"012 Skeagh, Co. Cavan",23.7
"013 Taghart, Co. Cavan",18.7
"014 Termon, Co. Cavan",14.4
"015 Ballyconnell, Co. Cavan",15.7
"016 Ballymagauran, Co. Cavan",32.6
"017 Bawnboy, Co. Cavan",23.2
"019 Bilberry, Co. Cavan",24.1
"020 Carn, Co. Cavan",16.4
"021 Diamond, Co. Cavan",26.0
"022 Doogary, Co. Cavan",25.0
"023 Kinawley, Co. Cavan",31.3
"024 Lissanover, Co. Cavan",19.8
"999 Pedara Vohers / Tircahan",33.3
"026 Swanlinbar, Co. Cavan",26.5
"999 Templeport / Benbrack",27.1
"029 Ballyjamesduff, Co. Cavan",11.2
"030 Castlerahan, Co. Cavan",18.8
"031 Kilbride, Co. Cavan",17.6
"032 Lurgan, Co. Cavan",14.0
"033 Munterconnaught, Co. Cavan",16.6
"034 Virginia, Co. Cavan",13.4
"035 Ardue, Co. Cavan",15.9
"036 Arvagh, Co. Cavan",23.8
"037 Ashfield, Co. Cavan",15.1
"038 Ballintemple, Co. Cavan",16.2
"039 Ballyhaise, Co. Cavan",15.3
"040 Ballymachugh, Co. Cavan",19.2
"041 Bellananagh, Co. Cavan",10.7
"042 Belturbet Urban, Co. Cavan",17.5
"043 Bruce Hall, Co. Cavan",22.9
"044 Butler's Bridge, Co. Cavan",13.1
"045 Canningstown, Co. Cavan",21.2
"046 Carrafin, Co. Cavan",18.8
"047 Castlesaunderson, Co. Cavan",16.5
"048 Cavan Rural, Co. Cavan",7.3
"049 Clonervy, Co. Cavan",12.3
"050 Cootehill Rural, Co. Cavan",13.0
"051 Cootehill Urban, Co. Cavan",17.9
"052 Corr, Co. Cavan",25.8
"053 Corraneary, Co. Cavan",18.2
"054 Crossdoney, Co. Cavan",21.5
"055 Crosskeys, Co. Cavan",16.8
"056 Cuttragh, Co. Cavan",17.9
"057 Denn, Co. Cavan",19.7
"058 Derrin, Co. Cavan",16.7
"059 Drumcarban, Co. Cavan",19.3
"060 Drumcarn, Co. Cavan",20.6
"061 Drung, Co. Cavan",13.1
"062 Graddum, Co. Cavan",17.1
"063 Grilly, Co. Cavan",15.6
"064 Kilconny, Co. Cavan",12.4
"065 Kill, Co. Cavan",23.1
"066 Killashandra, Co. Cavan",19.6
"067 Killykeen, Co. Cavan",19.3
"068 Kilnaleck, Co. Cavan",15.0
"069 Knappagh, Co. Cavan",16.9
"070 Larah North, Co. Cavan",16.0
"071 Larah South, Co. Cavan",19.0
"072 Milltown, Co. Cavan",21.7
"073 Moynehall, Co. Cavan",10.1
"074 Rakenny, Co. Cavan",19.4
"075 Redhill, Co. Cavan",15.9
"076 Springfield, Co. Cavan",25.4
"077 Stradone, Co. Cavan",19.2
"078 Tullyvin East, Co. Cavan",18.9
"079 Tullyvin West, Co. Cavan",11.0
"080 Waterloo, Co. Cavan",20.2
"081 Derrylahan, Co. Cavan",39.4
"083 Dowra, Co. Cavan",23.7
"999 Dunmakeever / Derrynananta",31.9
"085 Eskey, Co. Cavan",20.3
"999 Killinagh / Teebane",31.8
"088 Tuam, Co. Cavan",21.0
"089 Drumlumman, Co. Cavan",17.5
"090 Kilcogy, Co. Cavan",21.4
"091 Kilgolagh, Co. Cavan",16.0
"092 Loughdawan, Co. Cavan",27.6
"093 Scrabby, Co. Cavan",21.5
"001 Buncrana Urban, Co. Donegal",19.9
"002 Bundoran Urban, Co. Donegal",18.0
"003 Letterkenny Urban, Co. Donegal",10.7
"004 Ballintra, Co. Donegal",23.3
"005 Ballyshannon Rural, Co. Donegal",14.6
"006 Ballyshannon Urban, Co. Donegal",21.5
"007 Bundoran Rural, Co. Donegal",11.2
"008 Carrickboy, Co. Donegal",20.8
"009 Cavangarden, Co. Donegal",16.0
"010 Cliff, Co. Donegal",15.4
"011 Ballintra, Co. Donegal",18.8
"012 An Bhinn Bhán, Co. Donegal",24.6
"013 Bonnyglen, Co. Donegal",17.5
"014 Clogher, Co. Donegal",12.8
"015 Corkermore, Co. Donegal",21.0
"016 Donegal, Co. Donegal",15.3
"017 Dunkineely, Co. Donegal",20.2
"018 Eanymore, Co. Donegal",20.4
"019 Grousehall, Co. Donegal",29.2
"020 Haugh, Co. Donegal",17.1
"021 Inver, Co. Donegal",22.7
