"Proportion of households state pension was majority of household income"
"(%) by Electoral Division and Year"

" ","2016"
"015 Donore, Co. Laois",19.6
"016 Dunmore, Co. Laois",17.4
"017 Durrow, Co. Laois",16.2
"018 Dysartgallen, Co. Laois",17.1
"019 Fossy, Co. Laois",17.9
"020 Grantstown, Co. Laois",19.2
"021 Kilcoke, Co. Laois",12.8
"022 Kildellig, Co. Laois",15.5
"023 Killermogh, Co. Laois",16.9
"024 Kilnaseer, Co. Laois",19.0
"025 Raheen, Co. Laois",13.8
"026 Rathdowney, Co. Laois",18.4
"027 Timahoe, Co. Laois",11.8
"028 Ballyadams, Co. Laois",11.1
"029 Ballylynan, Co. Laois",10.5
"030 Barrowhouse, Co. Laois",13.5
"031 Curraclone, Co. Laois",14.8
"032 Killabban, Co. Laois",10.4
"033 Luggacurren, Co. Laois",17.0
"034 Moyanna, Co. Laois",15.0
"035 Rathaspick, Co. Laois",21.4
"036 Stradbally, Co. Laois",16.5
"037 Tankardstown, Co. Laois",16.5
"038 Timogue, Co. Laois",14.9
"039 Vicarstown, Co. Laois",15.4
"040 Arderin, Co. Laois",14.6
"041 Ballybrittas, Co. Laois",8.3
"042 Ballycarroll, Co. Laois",12.7
"043 Ballyfin, Co. Laois",14.2
"044 Borris, Co. Laois",4.3
"999 Brisha / Capard",19.8
"047 Cappalough, Co. Laois",11.2
"048 Cardtown, Co. Laois",19.6
"049 Castlecuffe, Co. Laois",13.4
"050 Clonaslee, Co. Laois",17.5
"051 Clondarrig, Co. Laois",5.1
"052 Clonin, Co. Laois",21.5
"053 Coolrain, Co. Laois",19.2
"054 Dangans, Co. Laois",6.7
"055 Emo, Co. Laois",15.2
"056 Garrymore, Co. Laois",9.4
"057 Graigue, Co. Laois",19.1
"058 Jamestown, Co. Laois",10.0
"059 Kilcolmanbane, Co. Laois",14.6
"060 Kilmullen, Co. Laois",12.2
"061 Kilmurry, Co. Laois",10.0
"062 Lacka, Co. Laois",12.6
"063 Marymount, Co. Laois",12.5
"064 Meelick, Co. Laois",16.9
"065 Mountmellick Rural, Co. Laois",12.6
"066 Mountmellick Urban, Co. Laois",16.7
"067 Mountrath, Co. Laois",14.5
"068 Nealstown, Co. Laois",29.0
"069 O'More's Forest, Co. Laois",15.5
"070 Portarlington South, Co. Laois",8.6
"071 Portlaoighise (Maryborough) Rural, Co. Laois",6.6
"072 Portlaoighise (Maryborough) Urban, Co. Laois",12.8
"073 Rearymore, Co. Laois",21.1
"074 Rosenallis, Co. Laois",15.9
"075 Sallyford, Co. Laois",15.7
"076 Shaen, Co. Laois",9.3
"077 Tinnahinch, Co. Laois",16.1
"078 Trumra, Co. Laois",21.8
"079 Ballybrophy, Co. Laois",21.5
"080 Borris-in-Ossory, Co. Laois",19.9
"081 Clonmore, Co. Laois",16.0
"082 Errill, Co. Laois",17.7
"083 Kyle, Co. Laois",24.1
"084 Kyle South, Co. Laois",22.2
"085 Moneenalassa, Co. Laois",10.6
"086 Moneymore, Co. Laois",14.9
"087 Rathsaran, Co. Laois",21.5
"088 Ardough, Co. Laois",18.0
"089 Arless, Co. Laois",11.0
"090 Ballickmoyler, Co. Laois",15.2
"091 Ballylehane, Co. Laois",14.0
"092 Doonane, Co. Laois",15.4
"093 Farnans, Co. Laois",13.8
"094 Graigue Rural, Co. Laois",7.3
"095 Newtown, Co. Laois",19.4
"096 Rossmore, Co. Laois",14.1
"097 Shrule, Co. Laois",14.0
"098 Turra, Co. Laois",17.8
"001 Longford No. 1 Urban, Co. Longford",14.3
"002 Longford No. 2 Urban, Co. Longford",11.9
"003 Agharra, Co. Longford",21.7
"004 Ballymahon, Co. Longford",10.9
"005 Cashel East, Co. Longford",23.4
"006 Cashel West, Co. Longford",19.6
"007 Doory, Co. Longford",16.1
"008 Forgney, Co. Longford",18.4
"009 Foxhall, Co. Longford",19.3
"010 Kilcommock, Co. Longford",12.5
"011 Kilglass, Co. Longford",19.0
"012 Ledwithstown, Co. Longford",19.8
"013 Abbeylara, Co. Longford",17.9
"014 Ballinalee, Co. Longford",17.8
"015 Ballymuigh, Co. Longford",27.1
"016 Bunlahy, Co. Longford",11.8
"017 Columbkille, Co. Longford",22.2
"018 Coolamber, Co. Longford",15.0
"019 Creevy, Co. Longford",19.3
"020 Crosagstown, Co. Longford",16.5
"021 Currygrane, Co. Longford",13.0
"022 Dalystown, Co. Longford",15.4
"023 Drummeel, Co. Longford",26.5
"999 Firry / Newgrove",20.0
"025 Gelshagh, Co. Longford",16.8
"026 Granard Rural, Co. Longford",15.2
"027 Granard Urban, Co. Longford",18.1
"028 Knockanbaun, Co. Longford",18.2
"029 Lislea, Co. Longford",29.4
"030 Meathas Truim, Co. Longford",11.3
"031 Milltown, Co. Longford",15.4
"032 Moatfarrell, Co. Longford",12.9
"033 Moyne, Co. Longford",27.5
"034 Mullanalaghta, Co. Longford",24.8
"036 Sonnagh, Co. Longford",30.2
"037 Aghaboy, Co. Longford",19.9
"038 Ardagh East, Co. Longford",19.5
"039 Ardagh West, Co. Longford",12.2
"040 Ballinamuck East, Co. Longford",15.0
"041 Ballinamuck West, Co. Longford",20.2
"042 Breanrisk, Co. Longford",13.6
"043 Caldragh, Co. Longford",9.1
"044 Cloondara, Co. Longford",21.4
"045 Cloonee, Co. Longford",15.4
"046 Corboy, Co. Longford",19.0
"047 Drumgort, Co. Longford",33.1
"048 Drumlish, Co. Longford",12.9
"049 Killashee, Co. Longford",13.9
"050 Killoe, Co. Longford",32.4
"051 Longford Rural (Part Urban), Co. Longford",11.4
"052 Mountdavis, Co. Longford",15.0
"053 Moydow, Co. Longford",12.3
"054 Newtown Forbes, Co. Longford",15.9
"055 Rathcline, Co. Longford",17.5
"001 Fair Gate, Co. Louth",17.9
"002 St. Laurence Gate, Co. Louth",13.8
"003 West Gate, Co. Louth",19.2
"004 Dundalk Urban No. 1, Co. Louth",26.5
"005 Dundalk Urban No. 2, Co. Louth",19.9
"006 Dundalk Urban No. 3, Co. Louth",18.4
"007 Dundalk Urban No. 4, Co. Louth",14.1
"008 Ardee Rural, Co. Louth",15.0
"009 Ardee Urban, Co. Louth",13.3
"010 Castlebellingham, Co. Louth",14.1
"011 Clonkeen, Co. Louth",15.4
"012 Collon, Co. Louth",12.2
"013 Dromin, Co. Louth",12.9
"014 Dromiskin, Co. Louth",12.2
"015 Drumcar, Co. Louth",14.8
"016 Dunleer, Co. Louth",14.7
"017 Stabannan, Co. Louth",15.2
"018 Tallanstown, Co. Louth",12.9
"019 Ballymascanlan, Co. Louth",14.9
"020 Barronstown, Co. Louth",18.3
"021 Carlingford, Co. Louth",13.4
"022 Castlering, Co. Louth",11.7
"023 Castletown (Part Urban), Co. Louth",13.6
"024 Creggan Upper, Co. Louth",21.5
"025 Darver, Co. Louth",16.8
"026 Drummullagh, Co. Louth",20.3
"027 Dundalk Rural (Part Urban), Co. Louth",11.9
"028 Faughart, Co. Louth",16.0
"029 Greenore, Co. Louth",14.1
"030 Haggardstown (Part Urban), Co. Louth",12.0
"031 Jenkinstown, Co. Louth",15.1
"032 Killanny, Co. Louth",11.8
"033 Louth, Co. Louth",16.4
"034 Mansfieldstown, Co. Louth",12.5
"035 Rathcor, Co. Louth",15.9
"036 Ravensdale, Co. Louth",17.1
"037 Clogher, Co. Louth",11.9
"038 Dysart, Co. Louth",11.5
"039 Monasterboice, Co. Louth",14.6
"040 Mullary, Co. Louth",10.0
"041 St. Peter's (Part Urban), Co. Louth",8.5
"042 Termonfeckin, Co. Louth",9.5
"047 St. Mary's (Part Urban), Co. Louth",6.8
"001 Ceannanus Mór (Kells) Urban, Co. Meath",16.0
"002 Navan Urban, Co. Meath",14.1
"003 Trim Urban, Co. Meath",22.8
"004 Drumcondra, Co. Meath",16.1
"005 Grangegeeth, Co. Meath",14.7
"006 Killary, Co. Meath",17.4
"007 Culmullin, Co. Meath",9.3
"008 Donaghmore, Co. Meath",7.7
"009 Dunboyne, Co. Meath",7.8
"010 Dunshaughlin, Co. Meath",9.1
"011 Kilbrew, Co. Meath",6.6
"012 Killeen, Co. Meath",10.0
"013 Kilmessan, Co. Meath",9.4
"014 Kilmore, Co. Meath",9.2
"015 Rathfeigh, Co. Meath",11.5
"016 Ratoath, Co. Meath",6.0
"017 Rodanstown, Co. Meath",12.8
"018 Skreen, Co. Meath",12.3
"019 Ardagh, Co. Meath",15.4
"020 Ballinlough, Co. Meath",16.4
"021 Balrathboyne, Co. Meath",12.1
"022 Boherboy, Co. Meath",13.1
"023 Burry, Co. Meath",17.0
"024 Carrickleck, Co. Meath",15.4
"025 Castlekeeran, Co. Meath",16.7
"026 Ceannanus Mór (Kells) Rural (Part Urban), Co. Meath",12.3
"027 Cruicetown, Co. Meath",11.6
"028 Girley, Co. Meath",17.3
"029 Kilmainham, Co. Meath",22.0
"030 Kilskeer, Co. Meath",14.2
"031 Loughan, Co. Meath",20.6
"032 Maperath, Co. Meath",17.9
"033 Martry, Co. Meath",16.1
"034 Moybolgue, Co. Meath",13.8
"035 Moynalty, Co. Meath",17.9
"036 Newcastle, Co. Meath",15.6
"037 Newtown, Co. Meath",9.1
"038 Nobber, Co. Meath",15.1
"039 Posseckstown, Co. Meath",21.2
"040 Staholmog, Co. Meath",18.5
"041 Tailtin, Co. Meath",17.1
"042 Trohanny, Co. Meath",23.4
"043 Ardcath, Co. Meath",13.5
"044 Duleek, Co. Meath",11.4
"045 Julianstown, Co. Meath",11.4
"046 Mellifont, Co. Meath",16.9
"047 St. Mary's (Part Rural), Co. Meath",8.2
"048 Stamullin, Co. Meath",7.6
"049 Ardbraccan, Co. Meath",15.1
"050 Ardmulchan, Co. Meath",12.1
"051 Bective, Co. Meath",12.3
"052 Castletown, Co. Meath",12.5
"053 Domhnach Phádraig, Co. Meath",12.0
"054 Kentstown, Co. Meath",11.1
"055 Navan Rural (Part Urban), Co. Meath",8.1
"056 Painestown, Co. Meath",13.6
"057 Rathkenny, Co. Meath",16.8
"058 Slane, Co. Meath",15.3
"059 Stackallan, Co. Meath",14.5
"060 Tara, Co. Meath",14.4
"061 Crossakeel, Co. Meath",13.2
"062 Crosskeys, Co. Meath",15.3
"063 Killallon, Co. Meath",18.3
"064 Killeagh, Co. Meath",23.0
"065 Knocklough, Co. Meath",16.0
"066 Moylagh, Co. Meath",16.4
"067 Oldcastle, Co. Meath",15.6
"068 Stonefield, Co. Meath",18.4
"069 Ardnamullan, Co. Meath",14.7
"070 Baile Átha Buí, Co. Meath",14.2
"071 Ballyboggan, Co. Meath",11.3
"072 Ballyconnell, Co. Meath",13.8
"073 Castlejordan, Co. Meath",13.4
"074 Castlerickard, Co. Meath",7.0
"075 Cloghbrack, Co. Meath",18.2
"076 Clonmacduff, Co. Meath",14.6
"077 Gallow, Co. Meath",13.1
"078 Galtrim, Co. Meath",11.4
"079 Grennanstown, Co. Meath",12.0
"080 Hill of Down, Co. Meath",13.9
"081 Innfield, Co. Meath",8.0
"082 Cill Bhríde, Co. Meath",14.6
"083 Kilcooly, Co. Meath",16.9
"084 Kildalky, Co. Meath",11.4
"085 Killaconnigan, Co. Meath",9.0
"086 Killyon, Co. Meath",15.3
"087 Laracor, Co. Meath",11.8
"088 Rahinstown, Co. Meath",10.1
"089 Rathmolyon, Co. Meath",15.1
"090 An Ráth Mhór, Co. Meath",13.7
"091 Summerhill, Co. Meath",9.7
"092 Trim Rural (Part Urban), Co. Meath",10.0
"001 Birr Urban, Co. Offaly",13.7
"002 Tullamore Urban, Co. Offaly",12.2
"003 Ballycumber, Co. Offaly",15.3
"004 Banagher, Co. Offaly",16.5
"005 Birr Rural, Co. Offaly",14.3
"006 Broughal, Co. Offaly",20.0
"007 Cloghan, Co. Offaly",12.6
"008 Clonmacnoise, Co. Offaly",15.8
"009 Derrinboy, Co. Offaly",17.5
"010 Derryad, Co. Offaly",19.1
"011 Doon, Co. Offaly",13.7
"012 Dromoyle, Co. Offaly",18.5
"013 Drumcullen, Co. Offaly",17.5
"014 Eglish, Co. Offaly",10.7
"015 Ferbane, Co. Offaly",15.2
"016 Gallen, Co. Offaly",15.4
"017 Hinds, Co. Offaly",15.5
"018 Huntston, Co. Offaly",14.3
"019 Kilcolman, Co. Offaly",15.9
"020 Kilcormac, Co. Offaly",19.4
"021 Killyon, Co. Offaly",15.9
"022 Kinnitty, Co. Offaly",13.5
"023 Knockbarron, Co. Offaly",12.5
"024 Lea, Co. Offaly",22.2
"025 Letter, Co. Offaly",17.6
"026 Lumcloon, Co. Offaly",13.5
"027 Lusmagh, Co. Offaly",15.5
"028 Mounterin, Co. Offaly",15.9
"029 Moyclare, Co. Offaly",17.1
"030 Seirkieran, Co. Offaly",14.5
"031 Shannonbridge, Co. Offaly",17.6
"032 Shannonharbour, Co. Offaly",13.8
"033 Srah, Co. Offaly",21.1
"035 Ballyburly, Co. Offaly",13.8
"036 Ballymacwilliam, Co. Offaly",12.5
"037 Bracknagh, Co. Offaly",13.6
"038 Clonbulloge, Co. Offaly",13.7
"039 Clonmore, Co. Offaly",14.3
"040 Croghan, Co. Offaly",15.1
"041 Edenderry Rural, Co. Offaly",16.9
"042 Edenderry Urban, Co. Offaly",10.7
"999 Esker / Ballaghassaan",12.2
"044 Knockdrin, Co. Offaly",18.3
"045 Monasteroris, Co. Offaly",15.9
"046 Aghancon, Co. Offaly",25.0
"047 Ballincor, Co. Offaly",17.2
"048 Barna, Co. Offaly",15.5
"049 Cangort, Co. Offaly",14.5
"050 Cullenwaine, Co. Offaly",18.1
"051 Dunkerrin, Co. Offaly",22.3
"052 Ettagh, Co. Offaly",15.6
"053 Gorteen, Co. Offaly",20.4
"054 Mountheaton, Co. Offaly",16.9
"055 Roscomroe, Co. Offaly",19.1
"056 Shinrone, Co. Offaly",18.9
"057 Templeharry, Co. Offaly",16.3
"058 Tulla, Co. Offaly",19.4
"059 Ballycommon, Co. Offaly",12.8
"060 Ballyshear, Co. Offaly",15.7
"061 Bawn, Co. Offaly",21.1
"062 Cappancur, Co. Offaly",15.0
"063 Clara, Co. Offaly",16.3
"064 Clonygowan, Co. Offaly",17.3
"065 Daingean, Co. Offaly",14.3
"066 Derrycooley, Co. Offaly",16.5
"067 Durrow, Co. Offaly",9.9
"068 Geashill, Co. Offaly",13.6
"069 Gorteen, Co. Offaly",12.8
"070 Hammerlane, Co. Offaly",13.4
"071 Kilclonfert, Co. Offaly",13.7
"072 Kilcumreragh, Co. Offaly",18.2
"073 Killeigh, Co. Offaly",14.8
"074 Killooly, Co. Offaly",19.3
"075 Killoughy, Co. Offaly",13.9
"076 Mountbriscoe, Co. Offaly",14.9
"077 O'Dempsey, Co. Offaly",16.3
"078 Portarlington North, Co. Offaly",15.2
"079 Rahan, Co. Offaly",16.3
"080 Raheenakeeran, Co. Offaly",20.8
"081 Rathfeston, Co. Offaly",17.4
"082 Rathrobin, Co. Offaly",16.2
"083 Screggan, Co. Offaly",12.4
"084 Silverbrook, Co. Offaly",11.0
"085 Tinamuck, Co. Offaly",15.6
"086 Tinnycross, Co. Offaly",16.5
"087 Tullamore Rural, Co. Offaly",6.8
"001 Athlone East Urban, Co. Westmeath",14.1
"002 Athlone West Urban, Co. Westmeath",16.2
"003 Athlone East Rural (Part Urban), Co. Westmeath",8.7
"004 Auburn, Co. Westmeath",12.3
"005 Ballybroder, Co. Westmeath",13.9
"006 Bellanalack, Co. Westmeath",12.8
"007 Carn, Co. Westmeath",14.1
"008 Castledaly, Co. Westmeath",14.6
"009 Glassan, Co. Westmeath",10.9
"010 Kilcumreragh, Co. Westmeath",16.3
"011 Killinure, Co. Westmeath",10.3
"012 Moate, Co. Westmeath",12.8
"013 Mount Temple, Co. Westmeath",10.1
"014 Moydrum (Part Urban), Co. Westmeath",8.3
"015 Muckanagh, Co. Westmeath",8.9
"016 Tubbrit, Co. Westmeath",17.2
"017 Umma, Co. Westmeath",18.3
"018 Ardnagragh, Co. Westmeath",16.4
"019 Ballymore, Co. Westmeath",15.4
"020 Doonis, Co. Westmeath",17.6
"021 Drumraney, Co. Westmeath",10.7
"022 Noughaval, Co. Westmeath",13.2
"023 Piercetown, Co. Westmeath",18.4
"024 Templepatrick, Co. Westmeath",18.6
"025 Winetown, Co. Westmeath",17.8
"026 Boherquill, Co. Westmeath",18.9
"027 Coole, Co. Westmeath",24.4
"028 Coolure, Co. Westmeath",12.3
"029 Finnea, Co. Westmeath",17.9
"030 Glore, Co. Westmeath",12.5
"031 Knockarrow, Co. Westmeath",22.7
"032 Rathowen, Co. Westmeath",18.2
"033 Street, Co. Westmeath",28.4
"034 Ballinlough, Co. Westmeath",19.6
"035 Ballyhealy, Co. Westmeath",8.9
"036 Ballynaskeagh, Co. Westmeath",16.5
"037 Bracklin, Co. Westmeath",13.6
"038 Clonarney, Co. Westmeath",10.1
"039 Collinstown, Co. Westmeath",14.0
"040 Copperalley, Co. Westmeath",18.0
"041 Delvin, Co. Westmeath",12.9
"042 Faughalstown, Co. Westmeath",12.2
"043 Fore East, Co. Westmeath",12.4
"044 Fore West, Co. Westmeath",14.1
"045 Hilltown, Co. Westmeath",17.3
"046 Kilcumny, Co. Westmeath",18.8
"047 Killua, Co. Westmeath",12.6
"048 Killulagh, Co. Westmeath",10.3
"049 Kilpatrick, Co. Westmeath",20.8
"050 Kinturk, Co. Westmeath",16.3
"051 Riverdale, Co. Westmeath",10.6
"052 Rosmead, Co. Westmeath",11.7
"053 Ardnaglew, Co. Westmeath",10.3
"999 Ballinalack / Lackan",15.3
"055 Ballykilmore, Co. Westmeath",13.9
"056 Ballymorin, Co. Westmeath",13.5
"057 Ballynagore, Co. Westmeath",15.2
"058 Belvidere, Co. Westmeath",10.4
"059 Carrick, Co. Westmeath",16.7
"060 Castle, Co. Westmeath",8.8
"061 Castlelost, Co. Westmeath",15.8
"062 Castletown, Co. Westmeath",18.8
"063 Churchtown, Co. Westmeath",10.8
"064 Cloghan, Co. Westmeath",19.3
"065 Clonfad, Co. Westmeath",17.0
"066 Clonlost, Co. Westmeath",14.6
"067 Derrymore, Co. Westmeath",14.0
"068 Dysart, Co. Westmeath",24.7
"069 Emper, Co. Westmeath",18.9
"070 Enniscoffey, Co. Westmeath",14.4
"071 Gaybrook, Co. Westmeath",10.2
"072 Glenlough, Co. Westmeath",25.0
"073 Greenpark, Co. Westmeath",16.7
"074 Griffinstown, Co. Westmeath",8.0
"075 Heathstown, Co. Westmeath",15.7
"076 Hopestown, Co. Westmeath",11.4
"077 Huntingdon, Co. Westmeath",10.1
"078 Jamestown, Co. Westmeath",17.0
"079 Kilbeggan, Co. Westmeath",14.3
"080 Kilbixy, Co. Westmeath",16.2
"081 Killare, Co. Westmeath",17.8
"082 Killucan, Co. Westmeath",11.8
"083 Kinnegad, Co. Westmeath",7.3
"084 Knockdrin, Co. Westmeath",17.1
"086 Lauree, Co. Westmeath",18.3
"087 Middleton, Co. Westmeath",14.8
"088 Milltown, Co. Westmeath",15.4
"089 Mullingar Rural, Co. Westmeath",6.5
"090 Mullingar North Urban, Co. Westmeath",12.5
"091 Mullingar South Urban, Co. Westmeath",11.7
"092 Multyfarnham, Co. Westmeath",15.6
"093 Newtown, Co. Westmeath",14.5
"094 Owel, Co. Westmeath",10.1
"095 Portloman, Co. Westmeath",17.6
"096 Raharney, Co. Westmeath",13.7
"097 Rahugh, Co. Westmeath",20.0
"098 Rathconrath, Co. Westmeath",11.4
"099 Russellstown, Co. Westmeath",11.6
"100 Skeagh, Co. Westmeath",17.0
"101 Sonna, Co. Westmeath",10.1
"102 Stonehall, Co. Westmeath",14.3
"103 Streamstown, Co. Westmeath",11.8
"104 Taghmon, Co. Westmeath",14.7
"105 Tullaghan, Co. Westmeath",13.7
"106 Woodland, Co. Westmeath",12.1
"001 Enniscorthy Urban, Co. Wexford",24.6
"002 New Ross Urban, Co. Wexford",20.5
"003 Rosbercon Urban, Co. Wexford",9.3
"004 Wexford No. 1 Urban, Co. Wexford",21.8
"005 Wexford No. 2 Urban, Co. Wexford",22.1
"006 Wexford No. 3 Urban, Co. Wexford",18.5
"007 Ballindaggan, Co. Wexford",16.5
"008 Ballycarney, Co. Wexford",17.6
"009 Ballyhoge, Co. Wexford",15.5
"010 Ballyhuskard, Co. Wexford",13.0
"011 Ballymore, Co. Wexford",17.5
"012 Ballyvaldon, Co. Wexford",16.6
"013 Bolaboy, Co. Wexford",13.3
"014 Bree, Co. Wexford",15.3
"015 Castleboro, Co. Wexford",18.0
"016 Castledockrell, Co. Wexford",13.2
"017 Castle Ellis, Co. Wexford",15.0
"018 Castle Talbot, Co. Wexford",17.4
"019 Clonroche, Co. Wexford",19.7
"020 Edermine, Co. Wexford",16.1
"021 Enniscorthy Rural (Part Urban), Co. Wexford",12.6
"022 Ferns, Co. Wexford",18.6
"023 Kilbora, Co. Wexford",14.3
"024 Kilcormick, Co. Wexford",16.4
"025 Killann, Co. Wexford",16.9
"026 Kilmallock, Co. Wexford",11.3
"027 Killoughrum, Co. Wexford",16.0
"028 Kilrush, Co. Wexford",17.3
"029 Kiltealy, Co. Wexford",15.5
"030 Marshalstown, Co. Wexford",12.7
"031 Moyacomb, Co. Wexford",16.5
"032 Newtownbarry, Co. Wexford",18.0
"033 Rossard, Co. Wexford",18.2
"034 St. Mary's, Co. Wexford",11.0
"035 The Harrow, Co. Wexford",15.3
"036 The Leap, Co. Wexford",17.2
"037 Tinnacross, Co. Wexford",15.6
"038 Tombrack, Co. Wexford",18.0
"039 Ardamine, Co. Wexford",12.6
"040 Balloughter, Co. Wexford",15.7
"041 Ballybeg, Co. Wexford",16.4
"042 Ballycanew, Co. Wexford",16.1
"043 Ballyellis, Co. Wexford",14.6
"044 Ballygarrett, Co. Wexford",15.8
"045 Ballylarkin, Co. Wexford",15.0
"046 Ballynestragh, Co. Wexford",13.3
"047 Cahore, Co. Wexford",16.6
"048 Coolgreany, Co. Wexford",14.7
"049 Courtown, Co. Wexford",16.2
"050 Ford, Co. Wexford",14.1
"051 Gorey Rural, Co. Wexford",9.7
"052 Gorey Urban, Co. Wexford",19.5
"053 Huntingtown, Co. Wexford",17.6
"054 Kilcomb, Co. Wexford",13.0
"055 Kilgorman, Co. Wexford",11.4
"056 Killenagh, Co. Wexford",17.8
"057 Killincooly, Co. Wexford",15.1
"058 Kilnahue, Co. Wexford",14.7
"059 Limerick, Co. Wexford",10.2
"060 Monamolin, Co. Wexford",15.5
"061 Monaseed, Co. Wexford",16.2
"062 Rossminoge, Co. Wexford",13.9
"063 Wells, Co. Wexford",18.3
"064 Wingfield, Co. Wexford",12.1
"065 Adamstown, Co. Wexford",15.6
"066 Ballyanne, Co. Wexford",18.4
"067 Ballyhack, Co. Wexford",21.7
"068 Barrack Village, Co. Wexford",13.3
"069 Barronstown, Co. Wexford",20.6
"070 Carnagh, Co. Wexford",16.9
"071 Carrickbyrne, Co. Wexford",10.4
"072 Clongeen, Co. Wexford",15.4
"073 Clonleigh, Co. Wexford",11.1
"074 Dunmain, Co. Wexford",13.9
"075 Fethard, Co. Wexford",22.5
"076 Horetown, Co. Wexford",16.8
"077 Inch, Co. Wexford",13.1
"078 Kilgarvan, Co. Wexford",14.5
"079 Killesk, Co. Wexford",16.4
"080 Kilmokea, Co. Wexford",16.8
"081 Newbawn, Co. Wexford",19.7
"082 New Ross Rural, Co. Wexford",8.9
"083 Oldcourt, Co. Wexford",15.2
"084 Old Ross, Co. Wexford",14.4
"085 Rathroe, Co. Wexford",19.2
"086 Rochestown, Co. Wexford",17.5
"087 Templeludigan, Co. Wexford",16.2
"088 Templetown, Co. Wexford",17.6
"089 Tintern, Co. Wexford",15.1
"090 Whitechurch, Co. Wexford",17.2
"091 Whitemoor, Co. Wexford",16.0
"092 Ardcavan, Co. Wexford",10.5
"093 Ardcolm, Co. Wexford",20.1
"094 Artramon, Co. Wexford",20.8
"095 Aughwilliam, Co. Wexford",14.1
"096 Ballymitty, Co. Wexford",16.2
"097 Bannow, Co. Wexford",16.3
"098 Bridgetown, Co. Wexford",19.2
"099 Carrick, Co. Wexford",11.2
"100 Drinagh, Co. Wexford",13.6
"101 Duncormick, Co. Wexford",15.9
"102 Forth, Co. Wexford",13.5
"103 Glynn, Co. Wexford",11.8
"104 Harperstown, Co. Wexford",12.4
"105 Harristown, Co. Wexford",27.1
"106 Kilbride, Co. Wexford",12.6
"107 Kilcowan, Co. Wexford",10.3
"108 Killag, Co. Wexford",12.8
"109 Killinick, Co. Wexford",18.2
"110 Killurin, Co. Wexford",14.6
"111 Kilmore, Co. Wexford",17.6
"112 Kilpatrick, Co. Wexford",14.8
"113 Kilscoran, Co. Wexford",22.4
"114 Lady's Island, Co. Wexford",20.5
"115 Mayglass, Co. Wexford",15.3
"116 Newcastle, Co. Wexford",13.1
"117 Rathaspick, Co. Wexford",11.7
"118 Rosslare, Co. Wexford",19.1
"119 St. Helen's, Co. Wexford",18.9
"120 Tacumshin, Co. Wexford",21.1
"121 Taghmon, Co. Wexford",17.3
"122 Tomhaggard, Co. Wexford",21.7
"123 Wexford Rural (Part Urban), Co. Wexford",11.8
"124 Whitechurch, Co. Wexford",16.9
"001 Arklow No. 1 Urban, Co. Wicklow",14.5
"002 Arklow No. 2 Urban, Co. Wicklow",10.9
"003 Bray No. 1, Co. Wicklow",15.5
"004 Bray No. 2, Co. Wicklow",12.5
"005 Bray No. 3, Co. Wicklow",14.9
"006 Rathmichael (Bray), Co. Wicklow",14.2
"007 Wicklow Urban, Co. Wicklow",14.1
"008 Ballinguile, Co. Wicklow",10.6
"009 Baltinglass, Co. Wicklow",12.0
"010 Blessington, Co. Wicklow",9.9
"011 Burgage, Co. Wicklow",6.8
"012 Donaghmore, Co. Wicklow",11.8
"013 Donard, Co. Wicklow",11.4
"014 Dunlavin, Co. Wicklow",17.7
"015 Eadestown, Co. Wicklow",13.6
"016 Hartstown, Co. Wicklow",22.6
"017 Hollywood, Co. Wicklow",12.2
"018 Humewood, Co. Wicklow",16.9
"019 Imael North, Co. Wicklow",15.7
"020 Imael South, Co. Wicklow",20.7
"021 Kilbride, Co. Wicklow",13.4
"022 Lackan, Co. Wicklow",13.3
"023 Lugglass, Co. Wicklow",7.8
"024 Rathdangan, Co. Wicklow",19.2
"025 Rathsallagh, Co. Wicklow",12.6
"026 Stratford, Co. Wicklow",15.5
"027 Talbotstown, Co. Wicklow",14.3
"028 The Grange, Co. Wicklow",16.8
"029 Tober, Co. Wicklow",13.1
"030 Togher, Co. Wicklow",14.0
"031 Tuckmill, Co. Wicklow",13.7
"032 Delgany, Co. Wicklow",10.5
"033 Enniskerry, Co. Wicklow",10.5
"034 Greystones, Co. Wicklow",11.6
"035 Kilmacanoge (Part Urban), Co. Wicklow",9.8
"036 Powerscourt, Co. Wicklow",11.6
"037 Altidore, Co. Wicklow",17.1
"038 Arklow Rural, Co. Wicklow",14.3
"039 Aughrim, Co. Wicklow",14.5
"040 Avoca, Co. Wicklow",17.5
"041 Ballinaclash, Co. Wicklow",16.7
"042 Ballinacor, Co. Wicklow",11.2
"043 Ballinderry, Co. Wicklow",11.6
"044 Ballyarthur, Co. Wicklow",12.6
"045 Ballycullen, Co. Wicklow",7.7
"046 Brockagh, Co. Wicklow",11.9
"047 Calary, Co. Wicklow",10.3
"048 Cronebane, Co. Wicklow",12.2
"049 Dunganstown East, Co. Wicklow",13.6
"050 Dunganstown South, Co. Wicklow",13.7
"051 Dunganstown West, Co. Wicklow",14.2
"052 Ennereilly, Co. Wicklow",13.8
"053 Glendalough, Co. Wicklow",12.9
"054 Glenealy, Co. Wicklow",14.0
"055 Kilbride, Co. Wicklow",17.9
"056 Kilcoole, Co. Wicklow",7.0
"057 Killiskey, Co. Wicklow",10.4
"058 Knockrath, Co. Wicklow",18.4
"059 Moneystown, Co. Wicklow",10.6
"060 Newcastle Lower, Co. Wicklow",12.4
